feature.name,GeneSymbol,uniprotID,effect,chrom,featureType,Function
gasAcul12420-RA,uba3,P31252,intergenerational,Gy_chrXVII,intergenic,"FUNCTION: Activates ubiquitin by first adenylating its C-terminal glycine residue with ATP, and thereafter linking this residue to the side chain of a cysteine residue in E1, yielding a ubiquitin-E1 thioester and free AMP. {ECO:0000269|PubMed:1634524}."
gasAcul12452-RA,Cdh4,P24503,intergenerational,Gy_chrXVII,intergenic,FUNCTION: Cadherins are calcium-dependent cell adhesion proteins. They preferentially interact with themselves in a homophilic manner in connecting cells; cadherins may thus contribute to the sorting of heterogeneous cell types. May play an important role in retinal development.
gasAcul12502-RA,Slc41a3,Q3SWT5,intergenerational,Gy_chrXVII,intergenic,FUNCTION: Na(+)/Mg(2+) ion exchanger that acts as a predominant Mg(2+) efflux system at the mitochondrial inner membrane. {ECO:0000250|UniProtKB:Q96GZ6}.
gasAcul12515-RA,Klhdc8a,Q8IYD2,intergenerational,Gy_chrXVII,introns,NA
gasAcul12522-RA,Cldn19,Q5QT56,intergenerational,Gy_chrXVII,intergenic,"FUNCTION: Forms paracellular channels: coassembles with CLDN16 into tight junction strands with cation-selective channels through the strands, conveying epithelial permeability in a process known as paracellular tight junction permeability (By similarity). Involved in the maintenance of ion gradients along the nephron. In the thick ascending limb (TAL) of Henle's loop, facilitates sodium paracellular permeability from the interstitial compartment to the lumen, contributing to the lumen-positive transepithelial potential that drives paracellular magnesium and calcium reabsorption (By similarity). Forms paracellular barriers on its own. In the peripheral nervous system, represents a major constituent of the tight junctions in Schwann cells and contributes to electrical sealing. During retinal neurogenesis, may regulate the barrier properties of tight junctions in retinal pigment epithelium, required for proper retinal tissue differentiation and vision (By similarity). {ECO:0000250|UniProtKB:Q8N6F1, ECO:0000250|UniProtKB:Q9ET38}."
gasAcul12530-RA,ACAD9,B1WC61,infection_induced,Gy_chrXVII,exons,"FUNCTION: As part of the MCIA complex, primarily participates in the assembly of the mitochondrial complex I and therefore plays a role in oxidative phosphorylation. This moonlighting protein has also a dehydrogenase activity toward a broad range of substrates with greater specificity for long-chain unsaturated acyl-CoAs. However, in vivo, it does not seem to play a primary role in fatty acid oxidation. In addition, the function in complex I assembly is independent of the dehydrogenase activity of the protein. {ECO:0000250|UniProtKB:Q9H845}."
gasAcul12531-RA,Iqsec1,A0A0G2JUG7,intergenerational,Gy_chrXVII,intergenic,"FUNCTION: Guanine nucleotide exchange factor for ARF1 and ARF6. Guanine nucleotide exchange factor activity is enhanced by lipid binding. Accelerates GTP binding by ARFs of all three classes. Guanine nucleotide exchange protein for ARF6, mediating internalization of beta-1 integrin. Involved in neuronal development (By similarity). In neurons, plays a role in the control of vesicle formation by endocytoc cargo. Upon long term depression, interacts with GRIA2 and mediates the activation of ARF6 to internalize synaptic AMPAR receptors (PubMed:20547133). {ECO:0000250|UniProtKB:Q6DN90, ECO:0000250|UniProtKB:Q8R0S2, ECO:0000269|PubMed:20547133}."
gasAcul12532-RA,HDAC11,Q91WA3,infection_induced,Gy_chrXVII,intergenic,"FUNCTION: Responsible for the deacetylation of lysine residues on the N-terminal part of the core histones (H2A, H2B, H3 and H4). Histone deacetylation gives a tag for epigenetic repression and plays an important role in transcriptional regulation, cell cycle progression and developmental events. Histone deacetylases act via the formation of large multiprotein complexes (By similarity). {ECO:0000250}."
gasAcul12562-RA,SERINC3,A4FUZ5,intergenerational,Gy_chrXVII,intergenic,FUNCTION: Restriction factor required to restrict infectivity of gammaretroviruses: acts by inhibiting early step of viral infection and impairing the ability of the viral particle to translocate its content to the cytoplasm. {ECO:0000250|UniProtKB:Q13530}.
gasAcul12593-RA,pdzrn3b,E7FDW2,intergenerational,Gy_chrXVII,intergenic,FUNCTION: E3 ubiquitin-protein ligase. {ECO:0000250|UniProtKB:Q69ZS0}.
gasAcul11788-RA,Chd5,A2A8L1,intergenerational,Gy_chrXVII,introns,"FUNCTION: Chromatin-remodeling protein that binds DNA through histones and regulates gene transcription (PubMed:23318260). May specifically recognize and bind trimethylated 'Lys-27' (H3K27me3) and non-methylated 'Lys-4' of histone H3 (PubMed:23318260, PubMed:23948251). Acts as a component of the histone deacetylase NuRD complex which participates in the remodeling of chromatin (PubMed:27806305). Plays a role in the development of the nervous system by activating the expression of genes promoting neuron terminal differentiation (PubMed:23948251, PubMed:27806305). In parallel, it may also positively regulate the trimethylation of histone H3 at 'Lys-27' thereby specifically repressing genes that promote the differentiation into non-neuronal cell lineages (PubMed:23948251). Regulates the expression of genes involved in cell proliferation and differentiation (PubMed:17289567). Downstream activated genes may include CDKN2A that positively regulates the p53/TP53 pathway, which in turn, prevents cell proliferation (PubMed:17289567). In spermatogenesis, it probably regulates histone hyperacetylation and the replacement of histones by transition proteins in chromatin, a crucial step in the condensation of spermatid chromatin and the production of functional spermatozoa (PubMed:24252660). {ECO:0000269|PubMed:17289567, ECO:0000269|PubMed:23318260, ECO:0000269|PubMed:23948251, ECO:0000269|PubMed:24252660, ECO:0000269|PubMed:27806305}."
gasAcul11788-RA,Chd5,A2A8L1,intergenerational,Gy_chrXVII,introns,"FUNCTION: Chromatin-remodeling protein that binds DNA through histones and regulates gene transcription (PubMed:23318260). May specifically recognize and bind trimethylated 'Lys-27' (H3K27me3) and non-methylated 'Lys-4' of histone H3 (PubMed:23318260, PubMed:23948251). Acts as a component of the histone deacetylase NuRD complex which participates in the remodeling of chromatin (PubMed:27806305). Plays a role in the development of the nervous system by activating the expression of genes promoting neuron terminal differentiation (PubMed:23948251, PubMed:27806305). In parallel, it may also positively regulate the trimethylation of histone H3 at 'Lys-27' thereby specifically repressing genes that promote the differentiation into non-neuronal cell lineages (PubMed:23948251). Regulates the expression of genes involved in cell proliferation and differentiation (PubMed:17289567). Downstream activated genes may include CDKN2A that positively regulates the p53/TP53 pathway, which in turn, prevents cell proliferation (PubMed:17289567). In spermatogenesis, it probably regulates histone hyperacetylation and the replacement of histones by transition proteins in chromatin, a crucial step in the condensation of spermatid chromatin and the production of functional spermatozoa (PubMed:24252660). {ECO:0000269|PubMed:17289567, ECO:0000269|PubMed:23318260, ECO:0000269|PubMed:23948251, ECO:0000269|PubMed:24252660, ECO:0000269|PubMed:27806305}."
gasAcul11788-RA,Chd5,A2A8L1,intergenerational,Gy_chrXVII,introns,"FUNCTION: Chromatin-remodeling protein that binds DNA through histones and regulates gene transcription (PubMed:23318260). May specifically recognize and bind trimethylated 'Lys-27' (H3K27me3) and non-methylated 'Lys-4' of histone H3 (PubMed:23318260, PubMed:23948251). Acts as a component of the histone deacetylase NuRD complex which participates in the remodeling of chromatin (PubMed:27806305). Plays a role in the development of the nervous system by activating the expression of genes promoting neuron terminal differentiation (PubMed:23948251, PubMed:27806305). In parallel, it may also positively regulate the trimethylation of histone H3 at 'Lys-27' thereby specifically repressing genes that promote the differentiation into non-neuronal cell lineages (PubMed:23948251). Regulates the expression of genes involved in cell proliferation and differentiation (PubMed:17289567). Downstream activated genes may include CDKN2A that positively regulates the p53/TP53 pathway, which in turn, prevents cell proliferation (PubMed:17289567). In spermatogenesis, it probably regulates histone hyperacetylation and the replacement of histones by transition proteins in chromatin, a crucial step in the condensation of spermatid chromatin and the production of functional spermatozoa (PubMed:24252660). {ECO:0000269|PubMed:17289567, ECO:0000269|PubMed:23318260, ECO:0000269|PubMed:23948251, ECO:0000269|PubMed:24252660, ECO:0000269|PubMed:27806305}."
gasAcul11812-RA,MAGI3,A1A5G4,infection_induced,Gy_chrXVII,intergenic,"FUNCTION: Acts as a scaffolding protein at cell-cell junctions, thereby regulating various cellular and signaling processes. {ECO:0000250}."
gasAcul11812-RA,MAGI3,A1A5G4,infection_induced,Gy_chrXVII,intergenic,"FUNCTION: Acts as a scaffolding protein at cell-cell junctions, thereby regulating various cellular and signaling processes. {ECO:0000250}."
gasAcul11812-RA,MAGI3,A1A5G4,infection_induced,Gy_chrXVII,intergenic,"FUNCTION: Acts as a scaffolding protein at cell-cell junctions, thereby regulating various cellular and signaling processes. {ECO:0000250}."
gasAcul11834-RA,PKP1,P40530,intergenerational,Gy_chrXVII,introns,"FUNCTION: Inhibits the mitochondrial pyruvate dehydrogenase complex by phosphorylation of the E1 alpha subunit (PDA1), thus contributing to the regulation of glucose metabolism. Also involved in telomere maintenance. {ECO:0000269|PubMed:15161972, ECO:0000269|PubMed:16643908, ECO:0000269|PubMed:18180296}."
gasAcul11872-RA,asic1,P55926,infection_induced,Gy_chrXVII,introns,"FUNCTION: Proton-gated sodium channel; it is activated by a drop of the extracellular pH and then becomes rapidly desensitized. Generates a biphasic current with a fast inactivating and a slow sustained phase. Has high selectivity for sodium ions and can also transport lithium ions with high efficiency. Can also transport potassium ions, but with lower efficiency. It is nearly impermeable to the larger rubidium and cesium ions. Isoform 3 discrimates stronger than isoform 1 between monovalent cations. Isoform 3 can flux Ca(2+) while isoform 1 cannot. Heteromeric channels composed of isoform 2 and isoform 3 are active but have a lower pH-sensitivity. Mediates glutamate-independent Ca(2+) entry into neurons upon acidosis. This Ca(2+) overloading is toxic for cortical neurons and may be in part responsible for ischemic brain injury. Heteromeric channel assembly seems to modulate channel properties. {ECO:0000269|PubMed:11448963, ECO:0000269|PubMed:11588592, ECO:0000269|PubMed:12198124, ECO:0000269|PubMed:15369669, ECO:0000269|PubMed:9062189, ECO:0000269|PubMed:9360943, ECO:0000269|PubMed:9707631}."
gasAcul11884-RA,CDH22,Q63315,infection_induced,Gy_chrXVII,introns,FUNCTION: Cadherins are calcium-dependent cell adhesion proteins. They preferentially interact with themselves in a homophilic manner in connecting cells; cadherins may thus contribute to the sorting of heterogeneous cell types. PB-cadherins may have a role in the morphological organization of pituitary gland and brain tissues.
gasAcul11662-RA,"Nuclear factor 7, ovary",Q91431,infection_induced,Gy_chrXVII,intergenic,NA
gasAcul11662-RA,"Nuclear factor 7, ovary",Q91431,infection_induced,Gy_chrXVII,intergenic,NA
gasAcul11663-RA,Grm7,P35400,infection_induced,Gy_chrXVII,intergenic,"FUNCTION: G-protein coupled receptor activated by glutamate that regulates axon outgrowth through the MAPK-cAMP-PKA signaling pathway during neuronal development (By similarity). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of downstream effectors, such as adenylate cyclase that it inhibits. {ECO:0000250|UniProtKB:Q14831, ECO:0000269|PubMed:33500274, ECO:0000269|PubMed:8145723, ECO:0000269|PubMed:8288585}."
gasAcul11941-RA,PTPRG,P23470,intergenerational,Gy_chrXVII,intergenic,FUNCTION: Possesses tyrosine phosphatase activity. {ECO:0000269|PubMed:19167335}.
gasAcul11965-RA,kbtbd12,Q3ZB90,infection_induced,Gy_chrXVII,exons,NA
gasAcul12009-RA,kcnab2,P62482,infection_induced,Gy_chrXVII,intergenic,"FUNCTION: Regulatory subunit of the voltage-gated potassium (Kv) Shaker channel family. Shaker channels are composed of pore-forming and potassium-conducting alpha subunits and of regulatory beta subunits (PubMed:8576199). The beta-2/KCNAB2 subunit promotes potassium channel closure via a mechanism that does not involve physical obstruction of the channel pore (PubMed:8576199). Promotes the inactivation of Kv1.4/KCNA4 and Kv1.5/KCNA5 alpha subunit-containing channels (PubMed:8576199). Displays nicotinamide adenine dinucleotide phosphate (NADPH)-dependent aldoketoreductase activity by catalyzing the NADPH-dependent reduction of a wide range of aldehyde and ketone substrates (By similarity). Substrate specificity includes methylglyoxal, 9,10-phenanthrenequinone, prostaglandin J2, 4-nitrobenzaldehyde, 4-nitroacetophenone and 4-oxo-trans-2-nonenal (in vitro, no physiological substrate identified yet) (By similarity). The binding of oxidized and reduced nucleotide cofactors alters Kv channel gating and may contribute to dynamic fine tuning of cell excitability (By similarity). Contributes to the regulation of nerve signaling, and prevents neuronal hyperexcitability (PubMed:11825900, PubMed:21209188). {ECO:0000250|UniProtKB:P62483, ECO:0000269|PubMed:11825900, ECO:0000269|PubMed:21209188, ECO:0000269|PubMed:8576199}."
gasAcul11687-RA,Zinc-binding protein A33,Q02084,intergenerational,Gy_chrXVII,intergenic,NA
gasAcul12146-RA,usp15,F6Z5C0,intergenerational,Gy_chrXVII,exons,"FUNCTION: Hydrolase that removes conjugated ubiquitin from target proteins and regulates various pathways such as the TGF-beta receptor signaling and NF-kappa-B pathways. Acts as a key regulator of TGF-beta receptor signaling pathway, but the precise mechanism is still unclear: according to a report, acts by promoting deubiquitination of monoubiquitinated R-SMADs, thereby alleviating inhibition of R-SMADs and promoting activation of TGF-beta target genes. According to another reports, regulates the TGF-beta receptor signaling pathway by mediating deubiquitination and stabilization of tgfbr1, leading to an enhanced TGF-beta signal. May also regulate gene expression and/or DNA repair through the deubiquitination of histone H2B. Involved in endosome organization by mediating deubiquitination of rnf26 target(s), releasing vesicles that are restrained in the perinuclear region. {ECO:0000250|UniProtKB:Q9Y4E8}."
gasAcul21603-RA,PENK,A0A1B2CTC1,infection_induced,Gy_chrXVIII,intergenic,"FUNCTION: O-methyltransferase; part of the gene cluster that mediates the biosynthesis of penigequinolones, potent insecticidal alkaloids that contain a highly modified 10-carbon prenyl group (PubMed:25859931). The first stage is catalyzed by the nonribosomal peptide synthetase penN that condenses anthranilic acid and O-methyl-L-tyrosine to produce 4'-methoxycyclopeptin (By similarity). 4'-methoxycyclopeptin is then converted to 4'-methoxydehydrocyclopeptin by the ketoglutarate-dependent dioxygenase penM through dehydrogenation to form a double bond between C-alpha and C-beta of the O-methyltyrosine side chain (By similarity). PenM also converts its first product methoxydehydrocyclopeptin to 4'-methoxycyclopenin (By similarity). The following conversion of 4'methoxycyclopenin into 4'-methoxyviridicatin is catalyzed by the cyclopenase penL (By similarity). 4'-methoxyviridicatin is the precursor of quinolone natural products, and is further converted to quinolinone B (Probable). The prenyltransferase penI then catalyzes the canonical Friedel-Crafts alkylation of quinolinone B with dimethylallyl cation to yield dimethylallyl quinolone, which is subjected to FAD-dependent dehydrogenation by the FAD-linked oxidoreductase penH to yield conjugated aryl diene (PubMed:25859931). The delta(3') double bond then serves as the site of the second alkylation with DMAPP catalyzed by the prenyltransferase penG to yield a carbenium ion intermediate, which can be attacked by H(2)O to yield a styrenyl quinolone containing a C3'-hydroxyprenyl chain, or undergo cyclization to yield yaequinolones J1 and J2 (PubMed:25859931). The conversion of the styrenyl quinolone into the tetrahydrofuran-containing yaequinolone C is performed by the FAD-dependent monooxygenase penE and involves epoxidation of the terminal C7'-C8' olefin, followed by epoxide ring opening initiated by the C3' hydroxyl group (PubMed:25859931). The predicted cysteine hydrolase penJ acts as an epoxide hydrolase that enhances the rate of the 5-exo-tet cyclization step, increasing the yield of yaequinolone C (PubMed:25859931, PubMed:28114276). PenF catalyzes the cationic rearrangement of the epoxide formed by penE (before ring opening to produce yaequinolone C) into yaequinolone D (PubMed:28114276). Finally, the short-chain dehydrogenase/reductase (SDR)-like reductase penD, catalyzes both the dehydration of yaequinolone D and the reduction of the resulting oxonium to yield penigequinolone (PubMed:28114276). {ECO:0000250|UniProtKB:C8VJQ3, ECO:0000250|UniProtKB:Q5AR53, ECO:0000250|UniProtKB:Q5AR54, ECO:0000269|PubMed:25859931, ECO:0000269|PubMed:28114276, ECO:0000305|PubMed:25859931}."
gasAcul21951-RA,Ppp1r13b,Q62415,intergenerational,Gy_chrXVIII,exons,"FUNCTION: Regulator that plays a central role in regulation of apoptosis via its interaction with p53/TP53 (By similarity). Regulates TP53 by enhancing the DNA binding and transactivation function of TP53 on the promoters of proapoptotic genes in vivo (By similarity). {ECO:0000250, ECO:0000250|UniProtKB:Q96KQ4}."
gasAcul21952-RA,DAAM1,Q8BPM0,infection_induced,Gy_chrXVIII,intergenic,"FUNCTION: Binds to disheveled (Dvl) and Rho, and mediates Wnt-induced Dvl-Rho complex formation. May play a role as a scaffolding protein to recruit Rho-GDP and Rho-GEF, thereby enhancing Rho-GTP formation. Can direct nucleation and elongation of new actin filaments (By similarity). Involved in building functional cilia. Involved in the organization of the subapical actin network in multiciliated epithelial cells (By similarity). Together with DAAM2, required for myocardial maturation and sarcomere assembly (PubMed:26526197). {ECO:0000250|UniProtKB:B0DOB5, ECO:0000250|UniProtKB:Q9Y4D1, ECO:0000269|PubMed:26526197}."
gasAcul21952-RA,DAAM1,Q8BPM0,intergenerational,Gy_chrXVIII,introns,"FUNCTION: Binds to disheveled (Dvl) and Rho, and mediates Wnt-induced Dvl-Rho complex formation. May play a role as a scaffolding protein to recruit Rho-GDP and Rho-GEF, thereby enhancing Rho-GTP formation. Can direct nucleation and elongation of new actin filaments (By similarity). Involved in building functional cilia. Involved in the organization of the subapical actin network in multiciliated epithelial cells (By similarity). Together with DAAM2, required for myocardial maturation and sarcomere assembly (PubMed:26526197). {ECO:0000250|UniProtKB:B0DOB5, ECO:0000250|UniProtKB:Q9Y4D1, ECO:0000269|PubMed:26526197}."
gasAcul21975-RA,cfap20,A0CDD4,intergenerational,Gy_chrXVIII,intergenic,"FUNCTION: Cilium- and flagellum-specific protein required for axonemal structure organization and motility (PubMed:20118210). Microtubule inner protein (MIP) part of the dynein-decorated doublet microtubules (DMTs) in cilia axoneme, which is required for motile cilia beating (By similarity). May also play a role in cortical organization of basal body. {ECO:0000250|UniProtKB:Q9Y6A4, ECO:0000269|PubMed:20118210}."
gasAcul21978-RA,NA,NA,intergenerational,Gy_chrXVIII,promoters,NA
gasAcul22117-RA,LRFN2,Q460M5,infection_induced,Gy_chrXVIII,intergenic,"FUNCTION: Promotes neurite outgrowth in hippocampal neurons. Enhances the cell surface expression of GRIN1 and GRIN2A NMDA receptor subunits. May play a role in redistributing DLG4 to the cell periphery (By similarity). {ECO:0000250, ECO:0000269|PubMed:16495444, ECO:0000269|PubMed:18585462}."
gasAcul22117-RA,LRFN2,Q460M5,infection_induced,Gy_chrXVIII,intergenic,"FUNCTION: Promotes neurite outgrowth in hippocampal neurons. Enhances the cell surface expression of GRIN1 and GRIN2A NMDA receptor subunits. May play a role in redistributing DLG4 to the cell periphery (By similarity). {ECO:0000250, ECO:0000269|PubMed:16495444, ECO:0000269|PubMed:18585462}."
gasAcul22117-RA,LRFN2,Q460M5,infection_induced,Gy_chrXVIII,intergenic,"FUNCTION: Promotes neurite outgrowth in hippocampal neurons. Enhances the cell surface expression of GRIN1 and GRIN2A NMDA receptor subunits. May play a role in redistributing DLG4 to the cell periphery (By similarity). {ECO:0000250, ECO:0000269|PubMed:16495444, ECO:0000269|PubMed:18585462}."
gasAcul22121-RA,Clic5,P35526,infection_induced,Gy_chrXVIII,exons,"FUNCTION: In the soluble state, catalyzes glutaredoxin-like thiol disulfide exchange reactions with reduced glutathione as electron donor (By similarity). Can insert into membranes and form non-selective ion channels almost equally permeable to Na(+), K(+) and Cl(-) (By similarity). Required for normal hearing (By similarity). It is necessary for the formation of stereocilia in the inner ear and normal development of the organ of Corti (By similarity). May play a role in the regulation of transepithelial ion absorption and secretion. Is required for the development and/or maintenance of the proper glomerular endothelial cell and podocyte architecture (By similarity). Plays a role in formation of the lens suture in the eye, which is important for normal optical properties of the lens (By similarity). {ECO:0000250|UniProtKB:O00299, ECO:0000250|UniProtKB:Q8BXK9, ECO:0000250|UniProtKB:Q9NZA1}."
gasAcul22123-RA,Opn5,Q6U736,infection_induced,Gy_chrXVIII,intergenic,"FUNCTION: G-protein coupled receptor which selectively activates G(i) type G proteins via ultraviolet A (UVA) light-mediated activation in the retina (By similarity). Preferentially binds the chromophore 11-cis retinal and is a bistable protein that displays emission peaks at 380 nm (UVA light) and 470 nm (blue light) (PubMed:22043319). Required for the light-response in the inner plexiform layer, and contributes to the regulation of the light-response in the nerve fiber layer, via phosphorylated DAT/SLC6A3 dopamine uptake (By similarity). Involved in local corneal and retinal circadian rhythm photoentrainment via modulation of the UVA light-induced phase-shift of the retina clock (By similarity). Acts as a circadian photoreceptor in the outer ear, via modulation of circadian clock-gene expression in response to violet light during the light-to-dark transition phase and night phase of the circadian cycle (By similarity). Required in the retina to negatively regulate hyaloid vessel regression during postnatal development via light-dependent OPN5-SLC32A1-DRD2-VEGFR2 signaling (By similarity). Involved in the light-dependent regulation of retina and vitreous compartment dopamine levels (By similarity). {ECO:0000250|UniProtKB:Q6VZZ7, ECO:0000269|PubMed:22043319}."
gasAcul22125-RA,FKBP1B,P68106,infection_induced,Gy_chrXVIII,promoters,"FUNCTION: Has the potential to contribute to the immunosuppressive and toxic effects of FK506 and rapamycin. PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides. {ECO:0000269|PubMed:7513996, ECO:0000269|PubMed:7592869}."
gasAcul22132-RA,Gzf1,D3ZUU2,infection_induced,Gy_chrXVIII,intergenic,FUNCTION: Transcriptional repressor that binds the GZF1 responsive element (GRE) (consensus: 5'-TGCGCN[TG][CA]TATA-3'). May be regulating VSX2/HOX10 expression. {ECO:0000250|UniProtKB:Q9H116}.
gasAcul22132-RA,Gzf1,D3ZUU2,infection_induced,Gy_chrXVIII,intergenic,FUNCTION: Transcriptional repressor that binds the GZF1 responsive element (GRE) (consensus: 5'-TGCGCN[TG][CA]TATA-3'). May be regulating VSX2/HOX10 expression. {ECO:0000250|UniProtKB:Q9H116}.
gasAcul22132-RA,Gzf1,D3ZUU2,infection_induced,Gy_chrXVIII,intergenic,FUNCTION: Transcriptional repressor that binds the GZF1 responsive element (GRE) (consensus: 5'-TGCGCN[TG][CA]TATA-3'). May be regulating VSX2/HOX10 expression. {ECO:0000250|UniProtKB:Q9H116}.
gasAcul22132-RA,Gzf1,D3ZUU2,infection_induced,Gy_chrXVIII,intergenic,FUNCTION: Transcriptional repressor that binds the GZF1 responsive element (GRE) (consensus: 5'-TGCGCN[TG][CA]TATA-3'). May be regulating VSX2/HOX10 expression. {ECO:0000250|UniProtKB:Q9H116}.
gasAcul22138-RA,FERMT1,P59113,infection_induced,Gy_chrXVIII,intergenic,"FUNCTION: Involved in cell adhesion. Contributes to integrin activation. When coexpressed with talin, potentiates activation of ITGA2B. Required for normal keratinocyte proliferation. Required for normal polarization of basal keratinocytes in skin, and for normal cell shape. Required for normal adhesion of keratinocytes to fibronectin and laminin, and for normal keratinocyte migration to wound sites (By similarity). {ECO:0000250}."
gasAcul22139-RA,bmp2,O19006,infection_induced,Gy_chrXVIII,intergenic,"FUNCTION: Growth factor of the TGF-beta superfamily that plays essential roles in many developmental processes, including cardiogenesis, neurogenesis, and osteogenesis. Induces cartilage and bone formation. Initiates the canonical BMP signaling cascade by associating with type I receptor BMPR1A and type II receptor BMPR2. Once all three components are bound together in a complex at the cell surface, BMPR2 phosphorylates and activates BMPR1A. In turn, BMPR1A propagates signal by phosphorylating SMAD1/5/8 that travel to the nucleus and act as activators and repressors of transcription of target genes. Also acts to promote expression of HAMP, via the interaction with its receptor BMPR1A/ALK3 (By similarity). Can also signal through non-canonical pathways such as ERK/MAP kinase signaling cascade that regulates osteoblast differentiation. Also stimulates the differentiation of myoblasts into osteoblasts via the EIF2AK3-EIF2A-ATF4 pathway by stimulating EIF2A phosphorylation which leads to increased expression of ATF4 which plays a central role in osteoblast differentiation. Acts as a positive regulator of odontoblast differentiation during mesenchymal tooth germ formation, expression is repressed during the bell stage by MSX1-mediated inhibition of CTNNB1 signaling (By similarity). {ECO:0000250|UniProtKB:P12643, ECO:0000250|UniProtKB:P21274}."
gasAcul22139-RA,bmp2,O19006,infection_induced,Gy_chrXVIII,intergenic,"FUNCTION: Growth factor of the TGF-beta superfamily that plays essential roles in many developmental processes, including cardiogenesis, neurogenesis, and osteogenesis. Induces cartilage and bone formation. Initiates the canonical BMP signaling cascade by associating with type I receptor BMPR1A and type II receptor BMPR2. Once all three components are bound together in a complex at the cell surface, BMPR2 phosphorylates and activates BMPR1A. In turn, BMPR1A propagates signal by phosphorylating SMAD1/5/8 that travel to the nucleus and act as activators and repressors of transcription of target genes. Also acts to promote expression of HAMP, via the interaction with its receptor BMPR1A/ALK3 (By similarity). Can also signal through non-canonical pathways such as ERK/MAP kinase signaling cascade that regulates osteoblast differentiation. Also stimulates the differentiation of myoblasts into osteoblasts via the EIF2AK3-EIF2A-ATF4 pathway by stimulating EIF2A phosphorylation which leads to increased expression of ATF4 which plays a central role in osteoblast differentiation. Acts as a positive regulator of odontoblast differentiation during mesenchymal tooth germ formation, expression is repressed during the bell stage by MSX1-mediated inhibition of CTNNB1 signaling (By similarity). {ECO:0000250|UniProtKB:P12643, ECO:0000250|UniProtKB:P21274}."
gasAcul22139-RA,bmp2,O19006,infection_induced,Gy_chrXVIII,intergenic,"FUNCTION: Growth factor of the TGF-beta superfamily that plays essential roles in many developmental processes, including cardiogenesis, neurogenesis, and osteogenesis. Induces cartilage and bone formation. Initiates the canonical BMP signaling cascade by associating with type I receptor BMPR1A and type II receptor BMPR2. Once all three components are bound together in a complex at the cell surface, BMPR2 phosphorylates and activates BMPR1A. In turn, BMPR1A propagates signal by phosphorylating SMAD1/5/8 that travel to the nucleus and act as activators and repressors of transcription of target genes. Also acts to promote expression of HAMP, via the interaction with its receptor BMPR1A/ALK3 (By similarity). Can also signal through non-canonical pathways such as ERK/MAP kinase signaling cascade that regulates osteoblast differentiation. Also stimulates the differentiation of myoblasts into osteoblasts via the EIF2AK3-EIF2A-ATF4 pathway by stimulating EIF2A phosphorylation which leads to increased expression of ATF4 which plays a central role in osteoblast differentiation. Acts as a positive regulator of odontoblast differentiation during mesenchymal tooth germ formation, expression is repressed during the bell stage by MSX1-mediated inhibition of CTNNB1 signaling (By similarity). {ECO:0000250|UniProtKB:P12643, ECO:0000250|UniProtKB:P21274}."
gasAcul22139-RA,bmp2,O19006,infection_induced,Gy_chrXVIII,intergenic,"FUNCTION: Growth factor of the TGF-beta superfamily that plays essential roles in many developmental processes, including cardiogenesis, neurogenesis, and osteogenesis. Induces cartilage and bone formation. Initiates the canonical BMP signaling cascade by associating with type I receptor BMPR1A and type II receptor BMPR2. Once all three components are bound together in a complex at the cell surface, BMPR2 phosphorylates and activates BMPR1A. In turn, BMPR1A propagates signal by phosphorylating SMAD1/5/8 that travel to the nucleus and act as activators and repressors of transcription of target genes. Also acts to promote expression of HAMP, via the interaction with its receptor BMPR1A/ALK3 (By similarity). Can also signal through non-canonical pathways such as ERK/MAP kinase signaling cascade that regulates osteoblast differentiation. Also stimulates the differentiation of myoblasts into osteoblasts via the EIF2AK3-EIF2A-ATF4 pathway by stimulating EIF2A phosphorylation which leads to increased expression of ATF4 which plays a central role in osteoblast differentiation. Acts as a positive regulator of odontoblast differentiation during mesenchymal tooth germ formation, expression is repressed during the bell stage by MSX1-mediated inhibition of CTNNB1 signaling (By similarity). {ECO:0000250|UniProtKB:P12643, ECO:0000250|UniProtKB:P21274}."
gasAcul22144-RA,LGALS3,P08699,infection_induced,Gy_chrXVIII,introns,"FUNCTION: Galactose-specific lectin which binds IgE. May mediate with the alpha-3, beta-1 integrin the stimulation by CSPG4 of endothelial cells migration. In the nucleus: acts as a pre-mRNA splicing factor. Involved in acute inflammatory responses including neutrophil activation and adhesion, chemoattraction of monocytes macrophages, opsonization of apoptotic neutrophils, and activation of mast cells. Together with TRIM16, coordinates the recognition of membrane damage with mobilization of the core autophagy regulators ATG16L1 and BECN1 in response to damaged endomembranes (By similarity). Together with DMBT1, required for terminal differentiation of columnar epithelial cells during early embryogenesis. {ECO:0000250, ECO:0000269|PubMed:11121438}."
gasAcul22165-RA,Mgat2,O19071,infection_induced,Gy_chrXVIII,intergenic,"FUNCTION: Plays an essential role in protein N-glycosylation. Catalyzes the transfer of N-acetylglucosamine (GlcNAc) onto the free terminal mannose moiety in the core structure of the nascent N-linked glycan chain, giving rise to the second branch in complex glycans. {ECO:0000250|UniProtKB:Q10469}."
gasAcul22172-RA,syndig1l,A4IFJ1,intergenerational,Gy_chrXVIII,intergenic,NA
